DateTime	Actor	Recipient	Behavior	Category	Duration	Point
13/06/2019 09:35	EWINE		Invisible	Other	34	NO
13/06/2019 09:35	EWINE		Other	Other	21	NO
13/06/2019 09:35	EWINE		Invisible	Other	42	NO
13/06/2019 09:36	EWINE		Other	Other	2	NO
13/06/2019 09:36	EWINE		Invisible	Other	30	NO
13/06/2019 09:37	EWINE		Other	Other	7	NO
13/06/2019 09:37	EWINE		Resting	Affiliative	38	NO
13/06/2019 09:37	EWINE		Other	Other	5	NO
13/06/2019 09:38	EWINE		Invisible	Other	48	NO
13/06/2019 09:38	EWINE		Other	Other	2	NO
13/06/2019 09:38	EWINE		Invisible	Other	66	NO
13/06/2019 09:40	VIOLETTE		Invisible	Other	63	NO
13/06/2019 09:41	VIOLETTE		Other	Other	1	NO
13/06/2019 09:41	VIOLETTE		Invisible	Other	237	NO
13/06/2019 09:45	HARLEM		Invisible	Other	302	NO
13/06/2019 09:50	ANGELE	FELIPE	Grooming	Affiliative	6	NO
13/06/2019 09:50	FELIPE		Invisible	Other	4	NO
13/06/2019 09:50	ANGELE	FELIPE	Grooming	Affiliative	4	NO
13/06/2019 09:50	FELIPE		Invisible	Other	16	NO
13/06/2019 09:51	FELIPE	ANGELE	Resting	Affiliative	8	NO
13/06/2019 09:51	FELIPE	LIPS	Resting	Affiliative	8	NO
13/06/2019 09:51	ANGELE	FELIPE	Grooming	Affiliative	36	NO
13/06/2019 09:51	FELIPE		Other	Other	21	NO
13/06/2019 09:52	FELIPE	ANGELE	Resting	Affiliative	5	NO
13/06/2019 09:52	FELIPE		Other	Other	27	NO
13/06/2019 09:52	FELIPE	NEKKE	Resting	Affiliative	27	NO
13/06/2019 09:52	FELIPE	LOME	Resting	Affiliative	27	NO
13/06/2019 09:52	FELIPE	BOBO	Resting	Affiliative	27	NO
13/06/2019 09:53	FELIPE	NEKKE	Resting	Affiliative	50	NO
13/06/2019 09:53	FELIPE	LOME	Resting	Affiliative	50	NO
13/06/2019 09:53	FELIPE	ANGELE	Resting	Affiliative	50	NO
13/06/2019 09:54	FELIPE		Other	Other	11	NO
13/06/2019 09:54	FELIPE		Resting	Affiliative	12	NO
13/06/2019 09:54	FELIPE		Other	Other	18	NO
13/06/2019 09:54	FELIPE	ATMOSPHERE	Resting	Affiliative	35	NO
13/06/2019 09:55	FEYA		Other	Other	27	NO
13/06/2019 09:56	FEYA		Invisible	Other	128	NO
13/06/2019 09:58	FEYA		Other	Other	104	NO
13/06/2019 10:00	FEYA		Resting	Affiliative	8	NO
13/06/2019 10:00	FEYA		Other	Other	19	NO
13/06/2019 10:00	FEYA	FANA	Presenting	Affiliative	0	YES
13/06/2019 10:00	ATMOSPHERE	LIPS	Playing with	Affiliative	4	NO
13/06/2019 10:00	ATMOSPHERE		Other	Other	15	NO
13/06/2019 10:01	LIPS	ATMOSPHERE	Grooming	Affiliative	275	NO
13/06/2019 10:05	FANA		Invisible	Other	85	NO
13/06/2019 10:07	FANA		Other	Other	9	NO
13/06/2019 10:07	FANA		Resting	Affiliative	45	NO
13/06/2019 10:08	FANA		Other	Other	14	NO
13/06/2019 10:08	FANA		Invisible	Other	98	NO
13/06/2019 10:10	FANA		Other	Other	46	NO
13/06/2019 10:11	PIPO		Other	Other	46	NO
13/06/2019 10:11	PIPO	KALI	Resting	Affiliative	27	NO
13/06/2019 10:12	PIPO	KALI	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 10:12	PIPO		Other	Other	2	NO
13/06/2019 10:12		PIPO	Presenting	Affiliative	0	YES
13/06/2019 10:12	FELIPE	PIPO	Presenting	Affiliative	0	YES
13/06/2019 10:12	PIPO	FELIPE	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 10:12	PIPO	FELIPE	Resting	Affiliative	8	NO
13/06/2019 10:12	PIPO	LIPS	Resting	Affiliative	8	NO
13/06/2019 10:12	PIPO		Other	Other	84	NO
13/06/2019 10:14	PIPO		Invisible	Other	63	NO
13/06/2019 10:15	PIPO		Other	Other	44	NO
13/06/2019 10:17	LOME		Invisible	Other	57	NO
13/06/2019 10:18	LOME		Other	Other	11	NO
13/06/2019 10:18	LOME	NEKKE	Playing with	Affiliative	41	NO
13/06/2019 10:18	LOME	MUSE	Playing with	Affiliative	41	NO
13/06/2019 10:19	LOME	NEKKE	Resting	Affiliative	15	NO
13/06/2019 10:19	LOME	MUSE	Resting	Affiliative	15	NO
13/06/2019 10:19	LOME	NEKKE	Playing with	Affiliative	36	NO
13/06/2019 10:19	LOME	MUSE	Playing with	Affiliative	36	NO
13/06/2019 10:20	LOME		Resting	Affiliative	10	NO
13/06/2019 10:20	LOME	NEKKE	Playing with	Affiliative	13	NO
13/06/2019 10:20	LOME	NEKKE	Playing with	Affiliative	19	NO
13/06/2019 10:20	LOME	MUSE	Playing with	Affiliative	19	NO
13/06/2019 10:21	LOME	NEKKE	Playing with	Affiliative	7	NO
13/06/2019 10:21	LOME	FEYA	Playing with	Affiliative	7	NO
13/06/2019 10:21	LOME	FELIPE	Playing with	Affiliative	7	NO
13/06/2019 10:21	LOME	FEYA	Resting	Affiliative	8	NO
13/06/2019 10:21	LOME	FELIPE	Resting	Affiliative	8	NO
13/06/2019 10:21	LOME	NEKKE	Resting	Affiliative	8	NO
13/06/2019 10:21	LOME		Invisible	Other	69	NO
13/06/2019 10:22	MALI		Invisible	Other	296	NO
13/06/2019 10:27	MUSE	NEKKE	Playing with	Affiliative	7	NO
13/06/2019 10:27	MUSE	MAKO	Playing with	Affiliative	7	NO
13/06/2019 10:27	MUSE	LOME	Playing with	Affiliative	7	NO
13/06/2019 10:27	MUSE	LIPS	Playing with	Affiliative	7	NO
13/06/2019 10:28	MUSE	NEKKE	Playing with	Affiliative	4	NO
13/06/2019 10:28	MUSE	MAKO	Playing with	Affiliative	4	NO
13/06/2019 10:28	MUSE	LIPS	Playing with	Affiliative	4	NO
13/06/2019 10:28	MUSE	NEKKE	Resting	Affiliative	15	NO
13/06/2019 10:28	MUSE	MAKO	Resting	Affiliative	15	NO
13/06/2019 10:28	MUSE	LIPS	Resting	Affiliative	15	NO
13/06/2019 10:28	MUSE	NEKKE	Playing with	Affiliative	60	NO
13/06/2019 10:28	MUSE	MAKO	Playing with	Affiliative	60	NO
13/06/2019 10:28	MUSE	LIPS	Playing with	Affiliative	60	NO
13/06/2019 10:29	MUSE	NEKKE	Resting	Affiliative	8	NO
13/06/2019 10:29	MUSE	MAKO	Resting	Affiliative	8	NO
13/06/2019 10:29	MUSE	NEKKE	Playing with	Affiliative	21	NO
13/06/2019 10:29	MUSE	MAKO	Playing with	Affiliative	21	NO
13/06/2019 10:29	MUSE	LIPS	Playing with	Affiliative	21	NO
13/06/2019 10:30	MUSE	LIPS	Playing with	Affiliative	6	NO
13/06/2019 10:30	MUSE	NEKKE	Resting	Affiliative	2	NO
13/06/2019 10:30	MUSE	MAKO	Resting	Affiliative	2	NO
13/06/2019 10:30	MUSE	LIPS	Playing with	Affiliative	80	NO
13/06/2019 10:30	MUSE	MAKO	Playing with	Affiliative	80	NO
13/06/2019 10:30	MUSE	NEKKE	Playing with	Affiliative	80	NO
13/06/2019 10:31	MUSE		Resting	Affiliative	8	NO
13/06/2019 10:31	MUSE	LIPS	Playing with	Affiliative	46	NO
13/06/2019 10:31	MUSE	MAKO	Playing with	Affiliative	46	NO
13/06/2019 10:31	MUSE	NEKKE	Playing with	Affiliative	46	NO
13/06/2019 10:32	MUSE	LIPS	Resting	Affiliative	10	NO
13/06/2019 10:32	MUSE	MAKO	Resting	Affiliative	10	NO
13/06/2019 10:32	MUSE	NEKKE	Resting	Affiliative	10	NO
13/06/2019 10:32	MUSE	LIPS	Playing with	Affiliative	15	NO
13/06/2019 10:32	MUSE	MAKO	Playing with	Affiliative	15	NO
13/06/2019 10:32	MUSE	NEKKE	Playing with	Affiliative	15	NO
13/06/2019 10:33	NEKKE	LIPS	Playing with	Affiliative	26	NO
13/06/2019 10:33	NEKKE	MAKO	Playing with	Affiliative	26	NO
13/06/2019 10:33	NEKKE	MUSE	Playing with	Affiliative	26	NO
13/06/2019 10:33	NEKKE	LIPS	Playing with	Affiliative	7	NO
13/06/2019 10:33	NEKKE	MAKO	Playing with	Affiliative	7	NO
13/06/2019 10:33	NEKKE	LIPS	Playing with	Affiliative	24	NO
13/06/2019 10:33	NEKKE	MAKO	Playing with	Affiliative	24	NO
13/06/2019 10:33	NEKKE	MUSE	Playing with	Affiliative	24	NO
13/06/2019 10:34	NEKKE	LIPS	Playing with	Affiliative	9	NO
13/06/2019 10:34	NEKKE	MAKO	Playing with	Affiliative	9	NO
13/06/2019 10:34	NEKKE	MUSE	Playing with	Affiliative	9	NO
13/06/2019 10:34	NEKKE	MALI	Playing with	Affiliative	9	NO
13/06/2019 10:34	NEKKE		Invisible	Other	13	NO
13/06/2019 10:34	NEKKE	LIPS	Playing with	Affiliative	24	NO
13/06/2019 10:34	NEKKE	MAKO	Playing with	Affiliative	24	NO
13/06/2019 10:34	NEKKE	MUSE	Playing with	Affiliative	24	NO
13/06/2019 10:34	NEKKE	MALI	Playing with	Affiliative	24	NO
13/06/2019 10:34	NEKKE	LIPS	Playing with	Affiliative	60	NO
13/06/2019 10:34	NEKKE	MAKO	Playing with	Affiliative	60	NO
13/06/2019 10:34	NEKKE	MUSE	Playing with	Affiliative	60	NO
13/06/2019 10:36	NEKKE		Other	Other	3	NO
13/06/2019 10:36	NEKKE	BOBO	Resting	Affiliative	22	NO
13/06/2019 10:36	NEKKE	LOME	Playing with	Affiliative	13	NO
13/06/2019 10:36	NEKKE	MUSE	Playing with	Affiliative	25	NO
13/06/2019 10:36	NEKKE	MAKO	Playing with	Affiliative	25	NO
13/06/2019 10:37	NEKKE	MAKO	Playing with	Affiliative	17	NO
13/06/2019 10:37	NEKKE		Resting	Affiliative	6	NO
13/06/2019 10:37	NEKKE	LOME	Playing with	Affiliative	23	NO
13/06/2019 10:38	NEKKE	LOME	Playing with	Affiliative	4	NO
13/06/2019 10:38	NEKKE	LIPS	Playing with	Affiliative	4	NO
13/06/2019 10:38	NEKKE	MAKO	Playing with	Affiliative	4	NO
13/06/2019 10:38	NEKKE	LOME	Playing with	Affiliative	2	NO
13/06/2019 10:38	NEKKE	LIPS	Playing with	Affiliative	2	NO
13/06/2019 10:38	NEKKE	MAKO	Playing with	Affiliative	2	NO
13/06/2019 10:38	NEKKE	MALI	Playing with	Affiliative	2	NO
13/06/2019 10:38	ARIELLE		Invisible	Other	171	NO
13/06/2019 10:41	ARIELLE		Other	Other	126	NO
13/06/2019 10:42	PETOULETTE	ARIELLE	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 10:43	ANGELE		Resting	Affiliative	11	NO
13/06/2019 10:43	ANGELE	FELIPE	Resting	Affiliative	290	NO
13/06/2019 10:48	PETOULETTE		Resting	Affiliative	299	NO
13/06/2019 10:53	BOBO		Other	Other	35	NO
13/06/2019 10:54	BOBO	MAKO	Grooming	Affiliative	25	NO
13/06/2019 10:54	BOBO	MAKO	Resting	Affiliative	39	NO
13/06/2019 10:55	BOBO		Resting	Affiliative	15	NO
13/06/2019 10:55	BOBO		Other	Other	13	NO
13/06/2019 10:56	BOBO		Resting	Affiliative	93	NO
13/06/2019 10:56	BOBO	FELIPE	Presenting	Affiliative	0	YES
13/06/2019 10:56	BOBO	FELIPE	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 10:57	BOBO	FELIPE	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 10:57	FELIPE	BOBO	Presenting	Affiliative	0	YES
13/06/2019 10:57	FELIPE	BOBO	Supplanting	Agonistic	0	YES
13/06/2019 10:57	BOBO		Other	Other	20	NO
13/06/2019 10:58	BOBO		Resting	Affiliative	45	NO
13/06/2019 10:58	LIPS		Invisible	Other	17	NO
13/06/2019 10:59	LIPS	HARLEM	Grooming	Affiliative	44	NO
13/06/2019 11:00	VIOLETTE	LIPS	Threatening	Agonistic	0	YES
13/06/2019 11:00	LIPS		Invisible	Other	12	NO
13/06/2019 11:00	LIPS	VIOLETTE	Submission	Agonistic	0	YES
13/06/2019 11:00	LIPS	FELIPE	Grooming	Affiliative	13	NO
13/06/2019 11:00	VIOLETTE	LIPS	Threatening	Agonistic	0	YES
13/06/2019 11:00	LIPS		Other	Other	20	NO
13/06/2019 11:01	LIPS		Resting	Affiliative	9	NO
13/06/2019 11:01	LIPS	HARLEM	Grooming	Affiliative	9	NO
13/06/2019 11:01	LIPS		Resting	Affiliative	8	NO
13/06/2019 11:01	LIPS	NEKKE	Resting	Affiliative	10	NO
13/06/2019 11:01	LIPS	LOME	Resting	Affiliative	10	NO
13/06/2019 11:01	LIPS		Invisible	Other	17	NO
13/06/2019 11:02	LIPS	NEKKE	Playing with	Affiliative	8	NO
13/06/2019 11:02	LIPS	NEKKE	Touching	Affiliative	0	YES
13/06/2019 11:02	LIPS		Other	Other	9	NO
13/06/2019 11:02	LIPS		Invisible	Other	20	NO
13/06/2019 11:02	LIPS	NEKKE	Playing with	Affiliative	12	NO
13/06/2019 11:03	LIPS		Other	Other	12	NO
13/06/2019 11:03	LIPS		Invisible	Other	46	NO
13/06/2019 11:04	KALI	NEKKE	Resting	Affiliative	10	NO
13/06/2019 11:04	KALI	PIPO	Resting	Affiliative	10	NO
13/06/2019 11:04	KALI		Invisible	Other	154	NO
13/06/2019 11:06	KALI		Other	Other	136	NO
13/06/2019 11:09	MAKO		Invisible	Other	301	NO
13/06/2019 14:50	FELIPE		Invisible	Other	3	NO
13/06/2019 14:50	FELIPE		Other	Other	9	NO
13/06/2019 14:50	FELIPE	NEKKE	Resting	Affiliative	12	NO
13/06/2019 14:50	FELIPE	MALI	Resting	Affiliative	12	NO
13/06/2019 14:50	FELIPE	MAKO	Resting	Affiliative	12	NO
13/06/2019 14:50	FELIPE	LIPS	Resting	Affiliative	12	NO
13/06/2019 14:51	FELIPE		Other	Other	48	NO
13/06/2019 14:51	FELIPE	ANGELE	Resting	Affiliative	41	NO
13/06/2019 14:52	FELIPE		Resting	Affiliative	141	NO
13/06/2019 14:54	FELIPE	LOME	Resting	Affiliative	36	NO
13/06/2019 14:54	FELIPE	MAKO	Resting	Affiliative	36	NO
13/06/2019 14:55	ARIELLE	PETOULETTE	Grooming	Affiliative	302	NO
13/06/2019 15:00	LOME		Other	Other	197	NO
13/06/2019 15:04	LOME	BOBO	Supplanting	Agonistic	0	YES
13/06/2019 15:04	LOME		Other	Other	73	NO
13/06/2019 15:05	LOME	NEKKE	Playing with	Affiliative	19	NO
13/06/2019 15:05	LOME	MUSE	Playing with	Affiliative	19	NO
13/06/2019 15:05	LOME	MALI	Playing with	Affiliative	19	NO
13/06/2019 15:05	LOME	LIPS	Playing with	Affiliative	19	NO
13/06/2019 15:06	HARLEM		Resting	Affiliative	147	NO
13/06/2019 15:08	HARLEM		Other	Other	23	NO
13/06/2019 15:08	HARLEM		Resting	Affiliative	127	NO
13/06/2019 15:11	FEYA	PETOULETTE	Grooming	Affiliative	82	NO
13/06/2019 15:12	PETOULETTE		Other	Other	19	NO
13/06/2019 15:12	VIOLETTE	PETOULETTE	Presenting	Affiliative	0	YES
13/06/2019 15:12	PETOULETTE	FANA	Grooming	Affiliative	17	NO
13/06/2019 15:13	PETOULETTE	FANA	Resting	Affiliative	6	NO
13/06/2019 15:13	PETOULETTE	FANA	Grooming	Affiliative	158	NO
13/06/2019 15:13	VIOLETTE	PETOULETTE	Presenting	Affiliative	0	YES
13/06/2019 15:16	PETOULETTE	VIOLETTE	Resting	Affiliative	8	NO
13/06/2019 15:16	ATMOSPHERE	BOBO	Grooming	Affiliative	301	NO
13/06/2019 15:21	PIPO		Invisible	Other	237	NO
13/06/2019 15:25	PIPO		Other	Other	66	NO
13/06/2019 15:26	PIPO	PETOULETTE	Presenting	Affiliative	0	YES
13/06/2019 15:26	PIPO	PETOULETTE	Touching	Affiliative	0	YES
13/06/2019 15:26	PETOULETTE	PIPO	Grunting-Lipsmacking	Affiliative	0	YES
13/06/2019 15:26	PETOULETTE	PIPO	Touching	Affiliative	0	YES
13/06/2019 15:26	ATMOSPHERE	BOBO	Grooming	Affiliative	26	NO
13/06/2019 15:27	LIPS	BOBO	Grooming	Affiliative	37	NO
13/06/2019 15:27	BOBO	ATMOSPHERE	Resting	Affiliative	8	NO
13/06/2019 15:27	ATMOSPHERE	BOBO	Grooming	Affiliative	43	NO
13/06/2019 15:28	BOBO		Resting	Affiliative	55	NO
13/06/2019 15:29	BOBO		Other	Other	5	NO
13/06/2019 15:29	BOBO	ATMOSPHERE	Resting	Affiliative	29	NO
13/06/2019 15:30	ATMOSPHERE	BOBO	Grooming	Affiliative	85	NO
13/06/2019 15:31	VIOLETTE	HARLEM	Resting	Affiliative	25	NO
13/06/2019 15:32	VIOLETTE		Other	Other	13	NO
13/06/2019 15:32	VIOLETTE	FELIPE	Grooming	Affiliative	27	NO
13/06/2019 15:32	VIOLETTE	FELIPE	Resting	Affiliative	12	NO
13/06/2019 15:32	VIOLETTE	ARIELLE	Resting	Affiliative	12	NO
13/06/2019 15:32	VIOLETTE	KALI	Resting	Affiliative	12	NO
13/06/2019 15:32	VIOLETTE	MALI	Resting	Affiliative	12	NO
13/06/2019 15:33	VIOLETTE	FELIPE	Grooming	Affiliative	22	NO
13/06/2019 15:33	VIOLETTE		Other	Other	9	NO
13/06/2019 15:33	VIOLETTE	ATMOSPHERE	Grooming	Affiliative	134	NO
13/06/2019 15:36	VIOLETTE	ATMOSPHERE	Resting	Affiliative	25	NO
13/06/2019 15:36	VIOLETTE		Other	Other	10	NO
13/06/2019 15:36	VIOLETTE	KALI	Supplanting	Agonistic	0	YES
13/06/2019 15:36	VIOLETTE	FELIPE	Grooming	Affiliative	6	NO
13/06/2019 15:36	VIOLETTE	HARLEM	Avoiding	Agonistic	0	YES
13/06/2019 15:37	EWINE		Resting	Affiliative	300	NO
13/06/2019 15:42	LIPS	MAKO	Grooming	Affiliative	160	NO
13/06/2019 15:44	LIPS	ANGELE	Resting	Affiliative	140	NO
13/06/2019 15:44	LIPS	PETOULETTE	Resting	Affiliative	140	NO
13/06/2019 15:44	LIPS	MAKO	Resting	Affiliative	140	NO
13/06/2019 15:44	LIPS	FELIPE	Resting	Affiliative	140	NO
13/06/2019 15:47	FANA		Other	Other	70	NO
13/06/2019 15:48	FANA	FEYA	Touching	Affiliative	0	YES
13/06/2019 15:48	FANA		Resting	Affiliative	223	NO
13/06/2019 15:52	FANA		Other	Other	2	NO
13/06/2019 15:52	MUSE		Resting	Affiliative	301	NO
13/06/2019 15:57	MALI	VIOLETTE	Grooming	Affiliative	19	NO
13/06/2019 15:57	MALI	HARLEM	Grooming	Affiliative	17	NO
13/06/2019 15:58	MALI		Other	Other	14	NO
13/06/2019 15:58	MALI	LOME	Submission	Agonistic	0	YES
13/06/2019 15:58	LOME	MALI	Attacking	Agonistic	0	YES
13/06/2019 15:58	MALI	HARLEM	Grooming	Affiliative	24	NO
13/06/2019 15:59	MALI		Other	Other	175	NO
13/06/2019 16:02	MALI	NEKKE	Playing with	Affiliative	5	NO
13/06/2019 16:02	MALI		Invisible	Other	17	NO
13/06/2019 16:02	ANGELE	MAKO	Resting	Affiliative	25	NO
13/06/2019 16:03	ANGELE		Other	Other	34	NO
13/06/2019 16:03	ANGELE	FELIPE	Resting	Affiliative	10	NO
13/06/2019 16:03	ANGELE	LOME	Resting	Affiliative	10	NO
13/06/2019 16:03	ANGELE	FELIPE	Resting	Affiliative	18	NO
13/06/2019 16:03	ANGELE	LOME	Resting	Affiliative	18	NO
13/06/2019 16:03	ANGELE	NEKKE	Resting	Affiliative	18	NO
13/06/2019 16:04	ANGELE	FELIPE	Resting	Affiliative	53	NO
13/06/2019 16:04	ANGELE	LOME	Resting	Affiliative	53	NO
13/06/2019 16:06	ANGELE		Resting	Affiliative	29	NO
13/06/2019 16:06	ANGELE		Other	Other	4	NO
13/06/2019 16:06	ANGELE	MAKO	Resting	Affiliative	13	NO
13/06/2019 16:06	ANGELE	BOBO	Resting	Affiliative	13	NO
13/06/2019 16:06	ANGELE	ATMOSPHERE	Resting	Affiliative	13	NO
13/06/2019 16:06	ANGELE	MAKO	Resting	Affiliative	42	NO
13/06/2019 16:06	ANGELE	FELIPE	Resting	Affiliative	42	NO
13/06/2019 16:07	ANGELE	EWINE	Supplanting	Agonistic	0	YES
13/06/2019 16:07	ANGELE		Other	Other	10	NO
13/06/2019 16:07	PIPO	KALI	Grooming	Affiliative	303	NO
13/06/2019 16:13	FEYA	LOME	Resting	Affiliative	57	NO
13/06/2019 16:14	FEYA		Resting	Affiliative	17	NO
13/06/2019 16:14	FEYA	LOME	Grooming	Affiliative	114	NO
13/06/2019 16:16	FEYA	LOME	Resting	Affiliative	4	NO
13/06/2019 16:16	FEYA	LOME	Grooming	Affiliative	103	NO
13/06/2019 16:18	MAKO		Other	Other	213	NO
13/06/2019 16:21	MAKO	LOME	Playing with	Affiliative	6	NO
13/06/2019 16:22	MAKO		Other	Other	80	NO
13/06/2019 16:23	NEKKE		Other	Other	45	NO
13/06/2019 16:24	NEKKE	FELIPE	Touching	Affiliative	0	YES
13/06/2019 16:24	FELIPE	NEKKE	Carrying	Other	8	NO
13/06/2019 16:24	NEKKE		Resting	Affiliative	31	NO
13/06/2019 16:24	NEKKE		Other	Other	169	NO
13/06/2019 16:26	MALI	NEKKE	Touching	Affiliative	0	YES
13/06/2019 16:27	NEKKE	MAKO	Playing with	Affiliative	9	NO
13/06/2019 16:28	NEKKE		Other	Other	28	NO
14/06/2019 09:20	LOME	NEKKE	Grooming	Affiliative	38	NO
14/06/2019 09:20	LOME	FELIPE	Resting	Affiliative	10	NO
14/06/2019 09:20	LOME	NEKKE	Resting	Affiliative	10	NO
14/06/2019 09:20	LOME	MAKO	Resting	Affiliative	10	NO
14/06/2019 09:20	LOME	FELIPE	Grooming	Affiliative	5	NO
14/06/2019 09:21	LOME		Resting	Affiliative	4	NO
14/06/2019 09:21	LOME		Other	Other	2	NO
14/06/2019 09:21	LOME		Other	Other	6	NO
14/06/2019 09:21	LOME	NEKKE	Playing with	Affiliative	17	NO
14/06/2019 09:21	LOME		Resting	Affiliative	104	NO
14/06/2019 09:23	LOME		Other	Other	13	NO
14/06/2019 09:23	LOME		Invisible	Other	85	NO
14/06/2019 09:25	MUSE	HARLEM	Embracing	Affiliative	13	NO
14/06/2019 09:25	MUSE	HARLEM	Grooming	Affiliative	141	NO
14/06/2019 09:27	MUSE		Other	Other	21	NO
14/06/2019 09:28	MUSE	ARIELLE	Grooming	Affiliative	92	NO
14/06/2019 09:29	MUSE		Other	Other	12	NO
14/06/2019 09:29	FELIPE	MUSE	Supplanting	Agonistic	0	YES
14/06/2019 09:29	MUSE	FELIPE	Submission	Agonistic	0	YES
14/06/2019 09:29	MAKO	MUSE	Mounting	Affiliative	0	YES
14/06/2019 09:30	MUSE		Other	Other	4	NO
14/06/2019 09:30	FEYA		Invisible	Other	70	NO
14/06/2019 09:31	FEYA		Other	Other	24	NO
14/06/2019 09:31	FEYA		Invisible	Other	32	NO
14/06/2019 09:32	FEYA	MALI	Resting	Affiliative	47	NO
14/06/2019 09:33	FEYA		Resting	Affiliative	3	NO
14/06/2019 09:33	FEYA		Invisible	Other	118	NO
14/06/2019 09:35	BOBO		Resting	Affiliative	39	NO
14/06/2019 09:36	BOBO	PETOULETTE	Resting	Affiliative	71	NO
14/06/2019 09:37	BOBO		Resting	Affiliative	191	NO
14/06/2019 09:40	LIPS	ARIELLE	Grooming	Affiliative	24	NO
14/06/2019 09:41	ARIELLE	LIPS	Resting	Affiliative	7	NO
14/06/2019 09:41	ARIELLE	LIPS	Presenting	Affiliative	0	YES
14/06/2019 09:41	LIPS	ARIELLE	Grunting-Lipsmacking	Affiliative	0	YES
14/06/2019 09:41	LIPS	ARIELLE	Grooming	Affiliative	190	NO
14/06/2019 09:44	ARIELLE		Other	Other	11	NO
14/06/2019 09:44	ARIELLE		Resting	Affiliative	56	NO
14/06/2019 09:45	PIPO	KALI	Resting	Affiliative	54	NO
14/06/2019 09:46	PIPO		Other	Other	4	NO
14/06/2019 09:46	PIPO	KALI	Grooming	Affiliative	242	NO
14/06/2019 09:51	VIOLETTE		Invisible	Other	298	NO
14/06/2019 09:56	NEKKE		Other	Other	73	NO
14/06/2019 09:56	NEKKE	ARIELLE	Touching	Affiliative	0	YES
14/06/2019 09:57	ARIELLE	NEKKE	Grunting-Lipsmacking	Affiliative	0	YES
14/06/2019 09:57	MALI	NEKKE	Carrying	Other	4	NO
14/06/2019 09:57	MALI	NEKKE	Grooming	Affiliative	64	NO
14/06/2019 09:58	NEKKE		Resting	Affiliative	14	NO
14/06/2019 09:58	NEKKE	MALI	Playing with	Affiliative	12	NO
14/06/2019 09:58	NEKKE	MUSE	Playing with	Affiliative	12	NO
14/06/2019 09:59	NEKKE		Resting	Affiliative	39	NO
14/06/2019 09:59	NEKKE	ARIELLE	Resting	Affiliative	10	NO
14/06/2019 09:59	NEKKE		Resting	Affiliative	12	NO
14/06/2019 10:00	NEKKE	MALI	Playing with	Affiliative	54	NO
14/06/2019 10:00	NEKKE	MUSE	Playing with	Affiliative	54	NO
14/06/2019 10:01	NEKKE		Resting	Affiliative	4	NO
14/06/2019 10:01	FANA	EWINE	Resting	Affiliative	299	NO
14/06/2019 10:06	FELIPE	ANGELE	Resting	Affiliative	303	NO
14/06/2019 10:11	LIPS		Invisible	Other	175	NO
14/06/2019 10:14	LIPS		Other	Other	8	NO
14/06/2019 10:14	LIPS	FEYA	Presenting	Affiliative	0	YES
14/06/2019 10:16	FEYA	LIPS	Grooming	Affiliative	12	NO
14/06/2019 10:16	HARLEM		Resting	Affiliative	124	NO
14/06/2019 10:19	PIPO	HARLEM	Presenting	Affiliative	0	YES
14/06/2019 10:19	HARLEM	PIPO	Touching	Affiliative	0	YES
14/06/2019 10:19	HARLEM		Resting	Affiliative	56	NO
14/06/2019 10:19	FELIPE	HARLEM	Mounting	Affiliative	0	YES
14/06/2019 10:19	LIPS	HARLEM	Presenting	Affiliative	0	YES
14/06/2019 10:20	HARLEM		Other	Other	3	NO
14/06/2019 10:20	HARLEM		Resting	Affiliative	8	NO
14/06/2019 10:20	HARLEM	VIOLETTE	Resting	Affiliative	5	NO
14/06/2019 10:20	HARLEM		Other	Other	33	NO
14/06/2019 10:21	LIPS	HARLEM	Grooming	Affiliative	32	NO
14/06/2019 10:21	HARLEM		Other	Other	16	NO
14/06/2019 10:22	EWINE	PETOULETTE	Grooming	Affiliative	299	NO
14/06/2019 10:27	MALI		Other	Other	20	NO
14/06/2019 10:27	MALI	MUSE	Playing with	Affiliative	8	NO
14/06/2019 10:27	MALI	MAKO	Playing with	Affiliative	8	NO
14/06/2019 10:27	MALI	MUSE	Playing with	Affiliative	11	NO
14/06/2019 10:27	MALI	HARLEM	Grooming	Affiliative	43	NO
14/06/2019 10:28	MALI		Other	Other	115	NO
14/06/2019 10:30	MALI		Invisible	Other	97	NO
14/06/2019 10:32	ANGELE	FELIPE	Resting	Affiliative	16	NO
14/06/2019 10:32	ANGELE	LOME	Resting	Affiliative	16	NO
14/06/2019 10:32	ANGELE	FELIPE	Resting	Affiliative	41	NO
14/06/2019 10:33	ANGELE	FELIPE	Resting	Affiliative	143	NO
14/06/2019 10:33	ANGELE	LOME	Resting	Affiliative	143	NO
14/06/2019 10:35	ANGELE	FELIPE	Resting	Affiliative	12	NO
14/06/2019 10:35	ANGELE	FELIPE	Resting	Affiliative	87	NO
14/06/2019 10:35	ANGELE	LOME	Resting	Affiliative	87	NO
14/06/2019 10:37	KALI	PIPO	Resting	Affiliative	303	NO
14/06/2019 10:42	PETOULETTE		Resting	Affiliative	246	NO
