DateTime	Actor	Recipient	Behavior	Category	Duration	Point
08/07/2019 16:02	LOME	FANA	Resting	Affiliative	73	NO
08/07/2019 16:02	LOME	ANGELE	Resting	Affiliative	73	NO
08/07/2019 16:04	LOME	MAKO	Resting	Affiliative	4	NO
08/07/2019 16:04	LOME	ANGELE	Resting	Affiliative	4	NO
08/07/2019 16:04	LOME		Other	Other	74	NO
08/07/2019 16:04	LOME	HARLEM	Touching	Affiliative	0	YES
08/07/2019 16:05	LOME	MAKO	Playing with	Affiliative	27	NO
08/07/2019 16:05	LOME	MAKO	Resting	Affiliative	9	NO
08/07/2019 16:06	LOME		Other	Other	13	NO
08/07/2019 16:06	LOME	MAKO	Playing with	Affiliative	4	NO
08/07/2019 16:06	LOME	MAKO	Playing with	Affiliative	4	NO
08/07/2019 16:06	LOME	VIOLETTE	Playing with	Affiliative	4	NO
08/07/2019 16:06	LOME		Other	Other	6	NO
08/07/2019 16:06	LOME	VIOLETTE	Playing with	Affiliative	5	NO
08/07/2019 16:06	LOME		Other	Other	66	NO
09/07/2019 09:41	LIPS		Other	Other	14	NO
09/07/2019 09:41	LIPS		Invisible	Other	290	NO
09/07/2019 09:46	LOME		Other	Other	6	NO
